student_id,application_year,age,graduation_year,department,university_tier,cgpa,english_exam_score,attendance_rate,failed_courses_count,target_role,coding_score,problem_solving_score,data_structures_score,sql_score,machine_learning_score,backend_score,frontend_score,cloud_score,devops_score,project_quality_score,real_client_project_count,internship_count,internship_duration_months,freelance_project_count,hackathon_count,hackathon_awards,portfolio_score,github_repo_count,github_avg_stars,open_source_contribution_count,linkedin_profile_score,cv_quality_score,technical_interview_score,hr_interview_score,communication_score,teamwork_score,leadership_score,presentation_score,certification_count,bootcamp_count,applications_sent,interviews_attended,hobby,preferred_social_media_platform,career_success_score,mentor_feedback_text
STU_008577,2020,23,2020,0,1,2.95,84.73,69.29,3,1,63.82,78.16,70.88,70.08785180777751,76.06,76.63595889238556,79.12,61.25,76.67,47.6,1,1,8.0,0,2,1,93.47,13,1.84,13.0,68.87,51.97,71.96,75.28,68.94,51.1,54.6,86.22,3,1,87,10,7,0,93.6,9827
STU_008578,2025,21,2024,1,0,3.03,57.37218746545817,91.13,1,5,41.2,68.38,42.78,54.19305183114859,69.20592886209168,51.0,47.84,40.49,43.95,61.0,2,0,0.0,1,1,0,57.33377542548776,0,2.82,0.0,57.02,33.13,60.46,75.66,56.84,67.16,45.86,25.7,2,3,16,2,2,5,52.48,7486
STU_008579,2026,20,2025,0,1,2.78,58.77,73.14,0,0,49.91,79.15,63.4,55.38,65.68908487805346,67.1,42.0,49.44,49.57,50.54,1,0,2.0,1,1,0,73.75,4,2.66,0.0,61.64,44.01,76.8,49.58,57.11,86.97,50.0,44.96,1,1,91,11,3,5,69.77,6407
STU_008580,2024,22,2024,5,2,3.64,71.25,85.11,0,6,65.08,72.99,59.27,76.1,53.96,73.03,71.69,82.10808238030309,52.47033343149251,41.62,0,0,7.0,1,1,0,65.35,5,3.76,0.0,57.47,45.01,84.77,74.62,87.13,87.55,43.12,86.45,2,1,12,2,5,1,99.62,2012
STU_008581,2020,24,2020,0,1,3.49,57.37218746545817,86.68,2,1,61.23,43.36,45.43,58.30987073483687,29.01,53.34397516979732,51.21,41.44,40.56,9.08,1,1,5.0,1,1,0,19.63,3,2.29,3.0,63.66,77.35,48.46,64.02,70.56,46.49,27.76,61.58,6,0,121,10,7,3,41.04,6434
STU_008582,2022,22,2022,1,1,2.58,70.49,93.45,3,1,75.41,75.76,64.9,86.95367099266487,68.26,85.82746810787422,78.3,75.0,76.23,80.99,2,2,3.0,2,0,0,46.13,9,0.75,5.0,71.12,71.13,33.24,57.4433546637744,57.33,62.76,62.27,28.27,2,2,60,6,4,3,88.34,1758
STU_008583,2020,24,2020,5,0,3.38,35.24,80.29,2,10,89.28,58.18,82.64,78.94,88.64,67.9,78.23,91.43,75.86,88.71,1,1,6.0,4,1,0,79.66,6,5.26,12.0,71.99,33.79,57.83,57.4433546637744,83.3,54.97,46.48,44.19,3,2,68,7,7,0,98.72,8035
STU_008584,2025,23,2025,4,2,2.96,57.9,85.39,2,0,76.72,60.79,64.65,66.48,78.52308474773089,60.96,68.09,62.21,68.04,44.43,0,2,4.0,0,2,0,31.19,4,4.74,0.0,43.27,59.91,67.37,68.83,50.22,75.15,20.96,59.18,2,1,31,3,4,2,65.33,4388
STU_008585,2023,23,2023,2,1,3.26,57.42,64.76,1,1,96.15,100.0,94.58,100.0,100.0,92.52659933780564,91.24,89.5,87.1,83.05,2,2,6.0,3,1,0,58.98,11,2.5,7.0,80.93,6.59,64.91,41.44,85.27,11.68,52.17,34.73,3,0,42,3,0,3,100.0,3894
STU_008586,2019,22,2018,2,0,3.35,68.05,76.63,2,10,29.94,43.05,55.89,52.18,49.07,42.76,48.23,48.52,41.67,44.08,3,2,3.0,1,1,0,65.72,6,1.76,3.0,50.89,68.68,86.57,89.45,62.74,85.19,68.12,58.13,2,2,102,10,1,1,72.27,5376
STU_008587,2020,24,2020,0,2,3.05,63.21,99.63,1,7,80.32,75.23,84.35,49.88,67.96,87.42,80.91811582681436,78.89,68.33,53.25,0,2,5.0,0,1,0,48.93,8,10.95,1.0,53.557445349335616,28.44,59.66,57.4433546637744,73.43,64.0,45.03,96.92,1,1,39,4,6,5,78.29,2590
STU_008588,2026,24,2025,5,1,3.93,41.19,63.49,1,1,87.45,84.86,100.0,97.09993707299915,82.05,91.5116242386739,93.1,86.7,87.36,64.06,1,0,4.0,0,1,0,83.12,10,10.92,4.0,79.5,43.16,33.21,71.6,27.47,61.99,58.92,68.08,4,3,23,2,1,4,78.77,8490
STU_008589,2023,23,2023,1,1,3.18,55.25,80.65,1,1,76.49,61.35,69.27,72.09452384534374,52.43,91.32334493089084,61.48,50.29,58.69,48.09,0,2,9.0,1,0,0,44.89,5,2.3,3.0,35.32,60.37,58.29,64.68,77.45,35.05,22.38,30.02,1,1,40,4,6,1,60.39,648
STU_008590,2025,22,2024,0,0,3.19,52.49,88.66,1,0,53.78,53.09,26.97,49.96,44.22171498508316,30.5,40.8,42.01,28.95,60.76,1,3,6.0,1,1,0,25.28,4,4.65,5.0,51.74,46.51,35.89,80.51,53.3,41.22,71.82,58.24,4,1,58,5,3,3,65.84,7720
STU_008591,2020,25,2020,6,3,2.74,76.2,71.63,2,1,86.4,71.95,71.28,72.45066820562533,66.21,72.53180961341293,69.07,57.04,67.13,22.87,2,1,2.0,0,0,0,58.77,5,1.27,1.0,61.67,83.39,63.31,75.28,38.44,76.99,23.66,49.88,3,0,35,2,6,0,60.61,4890
STU_008592,2019,21,2019,0,1,2.66,59.58,93.99,1,10,64.14,64.54,53.81,88.03,54.26,71.66,77.08,70.11,56.19,96.56,2,0,5.0,1,1,0,31.85,8,4.57,8.0,81.86,93.16,55.57,70.26,66.39,73.79,55.98,68.13,1,1,20,3,3,5,92.96,3116
STU_008593,2020,24,2019,6,1,3.33,33.34,71.65,1,3,44.85,43.39,57.34,48.95,55.09,34.01,57.92,39.53,58.66,27.42,2,0,4.0,0,1,0,64.09,9,0.7,3.0,53.557445349335616,41.65,63.21,67.31,73.15,61.69,57.25,49.78,1,2,24,6,5,0,64.34,6269
STU_008594,2023,21,2023,2,1,3.39,65.2,73.61,0,6,80.98,77.36,78.35,77.71,84.91,74.62,79.64,83.95572150039038,76.53534739561468,57.6,2,0,6.0,2,1,0,76.85,6,2.57,3.0,61.23,46.42,83.78,63.59,71.69,74.42,43.41,85.23,2,1,93,9,1,1,99.99,2146
STU_008595,2023,25,2023,3,3,2.43,24.75,83.29,0,5,78.17,77.47,59.17,73.6852301354136,71.56245250394619,86.65,72.61,78.76,93.67,55.53,0,2,7.0,0,1,0,18.66,5,2.53,1.0,76.7,81.33,87.94,57.4433546637744,92.87,55.53,55.08,68.1,1,3,5,0,0,5,85.71,7522
STU_008596,2024,20,2023,0,1,2.85,57.18,74.51,4,5,71.16,64.81,75.63,57.51263656576561,68.06467847345351,50.74,67.35,75.34,57.12,28.5,4,1,8.0,1,1,1,32.77,6,5.21,1.0,23.77,71.2,40.23,53.66,56.94,72.24,62.82,90.58,1,2,69,10,0,4,69.17,2997
STU_008597,2021,23,2021,5,1,3.77,47.95,87.89,1,8,46.53,79.49,45.42,28.87,44.91,41.61,40.74,54.13580464586123,53.97007826063855,25.96,1,0,3.0,0,0,0,88.68,2,2.55,3.0,90.8,62.45,17.17,72.81,51.8,63.96,63.22,54.78,3,1,67,4,2,1,55.67,4021
STU_008598,2024,26,2024,4,0,3.09,9.02,83.93,0,7,77.54,79.99,96.98,93.79,63.67,89.72,87.73108251576019,80.89,63.59,44.58,0,0,4.0,1,1,0,33.76,2,5.11,3.0,53.557445349335616,17.38,36.89,51.37,34.05,25.88,61.08,37.32,4,1,33,2,7,1,41.68,3667
STU_008599,2023,23,2023,0,3,2.8,81.29,89.25,2,2,60.88,58.43,62.02,49.56,70.92,76.49,56.43,60.67103129484936,66.44637539745843,14.88,1,1,6.0,1,2,0,52.84,5,7.54,1.0,73.83,46.5,52.25,25.37,24.84,58.57,49.94,40.99,1,2,34,6,0,2,63.23,8327
STU_008600,2020,24,2019,4,2,3.93,90.18,86.51,0,5,69.19,69.31,62.29,61.15562481137073,63.44471600102088,67.62,54.02,62.83,60.03,51.37,0,2,7.0,0,1,0,52.86,9,7.69,4.0,29.95,51.33,50.86,58.45,41.05,47.81,63.03,63.65,1,1,23,0,2,3,89.38,5882
STU_008601,2020,25,2019,2,1,3.18,46.92,79.02,1,3,51.11,38.0,50.45,32.88,49.27,64.37,48.92,45.3,44.07,64.07,2,1,7.0,0,2,0,46.74,2,2.72,2.0,69.05,28.03,48.97,36.84,43.4,52.68,28.57,40.79,0,2,77,8,7,2,67.08,3599
STU_008602,2022,21,2022,5,2,2.61,38.38,79.95,1,1,80.56,72.0,87.64,81.16579724381329,75.3,82.83199670630081,74.32,67.86,71.55,35.64,2,4,14.0,1,0,0,74.11,3,1.01,2.0,79.55,70.55,81.18,62.73,61.95,43.23,28.25,68.36,2,1,17,3,1,4,87.73,638
STU_008603,2024,24,2024,0,2,2.6,29.48,80.09,1,10,63.59,71.35,62.25,47.56,61.2,67.07,62.26,38.9,47.4,43.83,0,1,5.0,0,1,1,21.1,9,0.09,1.0,46.21,63.97,18.95,36.79,70.83,81.42,37.76,47.79,1,1,51,9,3,1,51.04,6368
STU_008604,2019,24,2019,0,2,2.92,76.51,86.02,0,10,53.34,50.34,48.72,49.56,50.98,65.57,69.67,57.71,47.41,43.45,3,3,10.0,0,1,0,70.97,5,4.98,2.0,51.36,55.03,37.59,55.49,72.96,63.39,80.18,63.79,7,3,15,1,4,4,87.17,4824
STU_008605,2019,24,2019,6,2,3.02,64.48,78.89,1,4,76.23,95.92,69.38,75.478027272495,84.485655565974,67.71,91.61,71.94,81.52,73.27,0,0,4.0,0,2,0,54.34,4,1.33,2.0,84.97,65.24,31.75,32.07,49.72,47.89,67.47,79.05,3,0,34,1,6,4,70.11,6785
STU_008606,2023,22,2023,1,1,2.0,48.26,77.37,1,3,81.86,80.52,90.73,70.81,73.56,70.64,48.38,65.49,71.47,71.89,1,1,9.0,1,0,0,56.87,6,3.08,1.0,47.34,97.62,39.34,48.85,62.26,65.41,38.91,66.55,1,2,10,1,4,2,81.02,5973
STU_008607,2021,24,2021,1,1,3.62,57.37218746545817,86.08,1,7,59.02,78.98,75.14,74.05,51.43,74.03,77.88653694055901,64.36,78.64,64.79,0,2,17.0,0,1,0,63.05,7,3.45,4.0,25.92,48.0,52.64,75.19,55.92,64.08,50.25,15.42,1,2,92,10,1,5,76.21,3485
STU_008608,2022,25,2022,0,2,2.62,64.76,91.29,1,1,72.36,78.58,70.93,76.4028497180848,47.81,79.98174616725105,65.07,75.42,74.35,11.47,0,2,8.0,1,1,0,49.21,4,0.96,3.0,25.35,90.31,91.5,70.49,70.35,58.26,91.37,49.48,2,1,65,7,1,4,86.15,647
STU_008609,2019,22,2019,0,3,3.3,58.82,81.92,0,7,67.1,63.18,55.15,36.92,48.91,54.75,73.58202280450509,44.27,59.25,62.17,1,0,5.0,0,0,0,29.58,3,5.8,1.0,78.07,61.57,62.01,26.18,65.24,68.31,44.48,14.62,1,0,50,3,1,5,74.99,2625
STU_008610,2022,23,2021,3,2,3.98,63.73,76.84,0,7,68.88,61.67,65.24,41.54,54.34,61.87,77.62378836762542,61.59,46.01,74.99,1,2,7.0,1,1,0,59.41,5,2.43,1.0,73.19,27.4,87.04,65.3,34.64,70.09,55.74,79.15,1,2,28,4,5,1,82.5,2538
STU_008611,2025,23,2025,3,1,3.33,49.55,89.24,1,5,62.2,46.76,47.61,65.06046048667687,51.208726971261264,53.84,56.39,56.19,29.01,58.3,3,2,12.0,2,0,0,57.33377542548776,9,0.41,7.0,29.86,51.42,77.83,59.01,72.03,38.31,78.03,68.41,2,7,75,7,4,5,71.25,2911
STU_008612,2025,24,2025,5,2,3.88,17.91,67.79,0,8,80.53,88.15,65.46,52.07,56.27,82.05,86.01,67.4669274571156,74.44109907602005,40.34,1,2,3.0,1,1,0,41.79,2,2.88,2.0,66.28,50.27,83.07,78.99,64.35,25.87,51.78,40.36,4,3,55,1,1,4,85.28,8738
STU_008613,2020,24,2020,2,3,3.42,67.7,90.26,2,1,78.6,79.93,75.25,75.33803426811413,56.44,86.53356151722025,80.64,50.93,60.81,47.72,0,1,9.0,2,1,0,39.03,5,1.51,1.0,34.86,47.49,91.52,66.56,22.97,45.16,75.78,54.55,0,2,55,8,5,5,70.64,8787
STU_008614,2021,27,2021,3,1,2.27,38.27,69.16,0,4,85.99,92.24,81.8,70.28706587529545,79.35310560165235,85.32,75.2,82.21,64.17,54.42,0,0,2.0,0,0,0,69.98,5,7.14,3.0,41.81,36.06,56.13,73.17,41.32,77.98,57.63,59.71,4,1,4,0,2,3,78.29,6650
STU_008615,2024,21,2024,1,2,3.35,68.45,81.3,4,10,60.81,59.34,53.29,58.84,50.85,62.55,49.7,65.95,53.6,79.67,1,2,12.0,5,0,0,72.19,11,10.12,12.0,51.98,21.16,41.68,56.06,60.11,51.99,66.83,89.65,2,2,88,5,7,3,69.22,2901
STU_008616,2025,21,2025,0,1,3.29,65.76,83.98,2,5,66.84,66.1,70.78,59.09925152763921,52.09250913828232,46.15,50.29,60.24,52.13,84.3,0,2,7.0,1,2,0,27.53,6,0.31,0.0,32.87,80.92,55.02,43.45,45.46,93.18,37.2,36.6,2,0,28,7,1,5,77.81,913
STU_008617,2025,23,2025,6,1,2.45,58.86,91.02,2,10,63.11,66.93,76.54,55.97,56.19,72.63,70.68,54.92,56.85,71.41,1,0,10.0,0,1,0,48.32,5,6.29,1.0,52.53,61.78,37.56,67.19,59.11,52.76,87.5,62.23,2,0,52,5,6,5,78.19,7000
STU_008618,2022,24,2021,3,1,3.34,87.38,82.66,4,7,60.0,73.65,69.13,51.84,74.13,60.54,80.11502845651687,56.67,52.5,37.68,1,1,2.0,0,0,0,44.98,2,2.55,3.0,24.78,47.42,40.72,61.6,73.01,38.12,72.34,35.96,2,3,249,31,4,0,59.97,2574
STU_008619,2022,23,2022,6,1,2.83,40.57,81.45,0,7,65.01,72.81,52.34,43.88,52.37,48.11,88.46027256435171,66.99,72.6,95.86,0,0,0.0,0,0,0,78.64,4,8.35,4.0,48.27,55.48,42.18,69.72,48.5,61.58,56.08,82.24,3,0,58,5,7,2,77.53,9089
STU_008620,2023,23,2023,1,2,3.0,38.19,79.23,1,10,94.21,62.06,74.61,58.96,79.07,76.66,63.73,70.03,84.07,84.13,2,1,9.0,0,1,0,70.24,12,8.4,5.0,33.23,54.02,73.09,31.0,40.78,38.15,36.77,54.1,2,1,85,9,3,2,89.76,8584
STU_008621,2023,20,2023,0,0,3.14,81.23,72.93,1,6,85.06,60.08,51.24,55.28,54.11,70.26,65.98,60.84813532182244,68.08259208087395,25.34,0,2,4.0,0,0,0,81.76,7,2.55,3.0,70.71,42.93,28.99,63.06,84.02,76.44,37.15,75.72,3,1,56,6,4,1,73.84,6469
STU_008622,2024,25,2024,6,2,2.94,56.68,70.97,1,0,92.18,78.68,76.79,91.91,89.93653077167171,92.47,100.0,72.52,65.15,66.0,1,2,8.0,1,0,0,64.07,9,9.32,6.0,48.84,82.39,70.56,27.57,73.65,85.06,65.79,24.49,2,1,54,5,0,2,96.62,4613
STU_008623,2024,27,2024,0,1,2.54,40.81,86.14,2,1,57.18,59.22,38.83,52.74635595071975,48.53,54.194606379265714,58.88,51.73,42.49,49.56,2,1,6.0,1,3,0,67.84,13,1.11,0.0,29.05,73.17,31.67,85.19,69.42,50.13,57.96,48.86,2,1,60,5,7,5,54.89,3246
STU_008624,2019,23,2019,1,1,3.65,68.41,88.57,1,1,77.2,79.72,84.45,75.8329656578972,78.2,62.46012208068766,77.22,68.79,66.63,45.51,1,1,9.0,3,0,0,41.63,2,2.55,3.0,83.91,86.81,63.36,54.19,83.69,42.81,36.3,44.14,2,1,54,7,7,2,79.04,3727
STU_008625,2022,20,2022,1,1,3.35,61.24,90.18,2,5,72.01,90.12,75.88,85.1693996258847,78.59786167833705,75.74,71.77,77.62,84.67,78.38,2,1,5.0,3,1,1,67.72,3,1.99,0.0,75.73,25.98,58.0,56.08,67.67,55.97,25.51,73.26,0,2,75,14,6,2,89.76,4713
STU_008626,2021,23,2021,0,2,3.39,63.24,76.85,3,10,76.52,61.77,79.08,56.68,56.85,82.13,81.23,53.67,50.29,50.51,1,3,10.0,0,2,1,45.96,8,7.63,1.0,31.5,41.93,37.26,79.63,75.82,19.3,82.86,50.09,3,0,58,5,5,3,53.17,3079
STU_008627,2022,20,2022,5,2,2.57,41.28,68.42,3,4,58.79,65.39,73.61,57.06234782685312,41.11790167699627,66.46,49.11,49.3,53.38,32.42,0,1,10.0,0,4,1,77.81,5,1.0,1.0,85.99,71.81,76.36,66.06,71.22,74.06,52.56,49.84,0,1,42,5,1,4,69.96,7035
STU_008628,2023,20,2022,1,3,3.56,83.74,76.75,2,1,72.87,68.08,61.72,68.25580051854321,61.19,71.02987933336026,44.75,47.44,69.92,47.48,0,0,5.0,0,0,0,54.88,6,1.08,3.0,36.42,68.4,95.28,52.83,75.11,32.99,37.82,33.45,3,0,45,3,2,1,59.82,371
STU_008629,2021,23,2021,3,0,3.13,39.52,84.03,1,3,55.1,63.92,37.26,55.68,43.04,63.82,59.51,39.07,50.09,36.95,1,3,7.0,1,0,0,35.57,3,0.87,0.0,61.72,52.72,82.24,44.9,39.06,35.16,24.76,49.05,4,2,76,12,2,2,45.93,6050
STU_008630,2020,23,2020,6,0,3.04,22.34,88.61,0,1,91.77,76.19,53.59,76.56377653555619,78.03,75.4757516460826,51.62,61.49,67.12,67.99,1,2,9.0,2,1,0,42.95,5,2.55,3.0,53.557445349335616,29.45,65.35,48.42,82.93,46.58,33.44,51.29,1,1,46,4,1,1,84.13,8676
STU_008631,2023,21,2023,0,1,3.47,58.48,82.8,2,3,78.18,80.41,72.2,64.8,53.33,79.83,79.94,80.61,59.3,86.92,1,3,13.0,0,1,0,79.5,7,5.48,6.0,68.11,40.62,64.62,53.37,41.5,46.92,18.41,52.26,4,1,17,2,5,0,77.52,9556
STU_008632,2020,23,2020,4,2,2.51,63.69,84.55,1,1,46.01,47.52,50.97,66.25451178113151,47.78,62.2569555298755,50.94,55.0,46.65,45.43,1,0,0.0,1,0,0,64.88,4,1.07,4.0,68.14,60.13,65.06,66.81,86.44,38.92,66.2,36.01,2,1,48,4,4,3,57.67,2179
STU_008633,2024,25,2023,0,0,3.1,30.89,93.76,1,4,71.16,54.28,72.57,67.36061123129765,90.77239702361996,58.14,75.98,74.46,60.34,31.59,0,1,6.0,2,0,0,52.63,5,2.45,0.0,40.89,29.85,33.18,67.12,61.61,50.49,62.41,91.44,3,3,29,3,2,3,72.34,6945
STU_008634,2019,23,2019,0,0,2.94,71.55,63.38,0,10,85.42,76.66,78.08,86.5,67.59,65.96,56.09,70.54,62.02,63.81,3,1,5.0,1,1,0,32.64,10,2.55,5.0,50.14,67.89,41.6,67.9,49.33,33.62,80.95,15.82,3,2,30,3,7,3,80.84,3419
STU_008635,2020,23,2019,0,0,3.63,91.2,70.75,2,1,84.35,100.0,82.07,83.73273204071836,81.44,73.59893724673427,83.35,81.33,81.93,73.43,0,1,0.0,4,1,0,51.61,8,2.17,1.0,60.0,63.59,48.32,51.13,59.15,56.51,70.12,50.23,1,1,45,9,2,4,79.19,3102
STU_008636,2023,22,2022,5,3,3.29,95.65,78.93,5,7,65.92,61.0,69.57,80.82,57.24,74.89,62.107865695422326,62.29,63.47,53.65,0,2,10.0,2,1,1,72.86,4,7.37,0.0,58.14,47.37,27.12,33.07,27.26,55.47,60.89,64.06,1,2,144,18,0,4,71.56,1468
STU_008637,2022,22,2022,5,0,2.96,47.55,94.1,2,10,66.1,72.58,54.29,71.0,67.57,66.72,63.59,57.11,50.77,64.25,0,0,4.0,0,0,0,61.93,5,0.61,1.0,85.74,13.84,37.06,43.83,67.16,33.83,83.15,52.1,5,0,16,3,3,3,52.95,8053
STU_008638,2021,25,2020,3,1,3.46,81.7,100.0,0,7,78.78,76.68,87.49,50.35,43.17,64.88,69.77997834861851,53.89,57.75,26.27,2,1,6.0,0,1,0,57.33377542548776,1,2.55,3.0,85.46,70.26,77.65,88.98,63.04,68.55,60.99,41.73,2,0,14,1,0,5,83.14,1344
STU_008639,2022,23,2021,0,2,2.98,59.04,60.72,0,4,75.15,88.53,57.82,74.84290464141726,68.1904726193378,92.58,64.32,70.6,72.33,63.0,4,2,5.0,1,1,0,28.6,16,10.52,5.0,81.19,67.76,18.21,38.5,53.71,47.54,20.89,80.19,1,1,50,7,5,3,63.07,6879
STU_008640,2026,23,2025,5,0,2.94,56.01,85.22,0,10,61.46,45.04,61.37,68.18,43.27,65.74,47.58,65.36,59.02,44.24,0,1,10.0,0,1,1,45.17,6,0.03,5.0,53.557445349335616,37.38,82.16,71.42,69.5,36.49,61.33,70.18,0,2,3,0,4,1,57.28,7925
STU_008641,2022,23,2022,1,2,2.87,55.14,100.0,1,5,80.2,83.07,92.52,83.9037766008618,85.60565277835113,67.66,82.29,72.97,74.01,37.67,2,2,9.0,2,0,0,42.63,3,0.27,5.0,70.37,68.2,70.67,87.86,85.28,46.0,36.52,73.58,3,0,28,3,5,3,76.78,2998
STU_008642,2022,23,2022,1,2,2.37,57.37218746545817,99.66,2,10,79.8,76.63,83.05,90.62,85.24,89.95,66.67,81.01,61.57,92.88,5,1,1.0,2,0,0,87.42,4,5.0,5.0,46.75,45.6,89.26,59.83,89.44,66.34,44.51,18.8,3,3,27,5,1,4,100.0,714
STU_008643,2022,21,2022,5,0,2.82,21.33,75.96,1,1,92.27,54.14,54.6,82.72647200421673,72.7,83.80480624058507,85.26,41.91,58.27,68.74,1,0,1.0,0,1,1,57.33377542548776,4,5.05,2.0,54.48,54.65,67.29,87.94,66.66,68.49,36.88,39.92,0,3,137,10,0,3,81.99,537
STU_008644,2023,26,2023,5,1,2.66,66.57,88.4,1,1,74.14,66.89,72.73,77.56827674165808,58.47,78.96129399052295,63.17,65.13,66.44,26.01,3,2,12.0,1,0,0,68.13,5,1.47,3.0,78.66,14.22,69.41,72.34,85.36,73.4,49.49,77.3,4,1,250,27,5,4,77.71,9976
STU_008645,2021,27,2021,0,1,3.18,54.16,87.24,0,5,69.5,65.02,60.38,68.92899773262039,72.65170656486649,56.88,78.1,63.73,42.84,77.32,1,1,5.0,2,1,0,60.1,6,2.02,2.0,68.87,86.15,74.95,86.07,42.83,69.63,49.95,21.87,0,2,57,4,6,3,90.49,7217
STU_008646,2026,27,2026,5,0,3.08,52.09,72.08,1,4,78.04,76.5,62.55,83.64752940434991,73.00434350078385,71.55,66.93,52.0,59.08,77.97,0,1,7.0,1,3,0,50.87,6,1.54,2.0,59.36,36.39,51.07,46.3,83.07,70.35,59.29,39.35,2,1,72,4,7,3,100.0,3497
STU_008647,2020,25,2020,0,1,2.91,81.84,78.22,2,8,83.52,77.25,82.4,80.26,78.52,69.28,87.45,94.53123688932853,89.66016395487021,63.72,4,0,0.0,0,1,0,70.09,9,2.55,3.0,83.05,70.5,37.96,75.42,49.6,68.61,48.57,16.16,1,1,77,6,4,4,93.66,8979
STU_008648,2024,21,2024,0,0,3.03,71.82,77.77,2,5,70.87,64.57,88.91,73.45768393044693,75.59683779799232,63.29,48.01,47.7,41.6,96.46,2,3,8.0,1,2,0,60.62,7,1.16,2.0,60.58,29.34,35.41,65.13,59.21,37.67,93.11,71.15,2,2,61,6,6,3,93.49,7441
STU_008649,2020,24,2020,0,0,2.78,22.0,79.65,1,10,77.9,68.33,73.1,76.06,77.1,83.55,68.85,82.64,76.29,85.44,1,3,12.0,4,1,0,78.88,16,5.65,11.0,36.69,24.09,64.21,55.69,93.13,60.22,35.02,51.38,2,1,26,0,7,0,87.16,9081
STU_008650,2023,24,2023,5,2,3.31,86.47,81.76,0,5,73.39,63.62,87.65,83.51017611160353,88.84827268040713,68.74,73.4,70.2,68.83,61.68,0,2,8.0,1,2,1,39.75,6,0.64,2.0,79.27,65.01,42.71,57.4433546637744,67.51,26.06,22.5,86.2,4,0,16,0,3,1,81.98,934
STU_008651,2020,25,2019,2,3,2.83,48.75,79.86,0,1,43.73,55.18,30.92,49.99841402078877,32.5,51.670726045922166,50.53,39.09,43.17,10.24,1,0,4.0,3,0,0,53.3,11,0.38,3.0,62.54,59.26,23.95,72.53,26.63,19.74,89.23,68.54,0,4,49,8,3,0,52.15,3841
STU_008652,2021,25,2021,4,2,2.86,61.0,61.49,2,1,58.91,93.86,74.79,78.47680871979139,67.71,77.40698070539558,64.1,78.57,73.04,37.65,0,4,17.0,1,2,1,50.91,8,1.63,1.0,22.64,76.4,85.1,82.36,47.9,27.92,23.51,82.5,1,1,174,17,2,0,72.28,3747
STU_008653,2020,20,2020,4,1,2.8,40.36,92.26,1,1,87.3,56.82,60.62,65.03229455385537,91.07,82.67959384609955,72.7,80.32,69.98,70.32,0,2,6.0,0,2,0,30.72,2,1.76,3.0,53.557445349335616,36.77,31.46,62.91,49.59,73.88,73.06,62.18,4,1,20,3,1,1,76.13,8630
STU_008654,2025,20,2025,6,2,3.55,56.73,69.58,3,7,90.59,71.31,61.46,86.17,65.66,58.92,75.40720352988208,60.37,75.04,71.68,1,0,0.0,0,2,1,30.88,4,2.55,3.0,28.87,48.78,66.06,63.9,48.39,62.34,66.63,33.87,4,0,49,10,6,2,70.05,2585
STU_008655,2023,25,2023,0,2,2.67,38.31,80.13,0,1,65.77,79.05,86.97,77.66982121080143,87.43,91.43901603239732,90.49,78.59,85.91,82.37,2,0,7.0,2,1,0,76.77,8,4.43,4.0,79.26,90.7,77.66,43.36,86.32,76.93,75.19,55.63,2,1,25,4,7,4,100.0,6306
STU_008656,2024,21,2024,4,1,3.48,65.79,98.87,2,5,71.89,74.39,69.53,87.83518944454882,64.19294571367593,75.05,53.52,62.95,68.32,69.84,1,4,12.0,0,1,1,56.99,5,4.12,2.0,33.66,61.12,70.39,80.63,16.82,70.12,34.05,66.1,5,2,4,0,5,4,79.05,4803
STU_008657,2023,25,2023,2,3,2.67,70.01,80.16,4,1,66.74,48.13,55.01,47.69908313788726,47.51,56.94797362682374,56.71,51.55,51.94,31.1,2,0,6.0,1,1,0,57.9,6,2.72,3.0,20.36,52.44,58.71,57.4433546637744,31.73,70.56,78.62,49.03,2,2,49,6,7,0,52.71,3443
STU_008658,2019,26,2019,0,1,3.11,58.66,74.1,2,10,57.78,82.4,49.52,44.89,42.76,44.34,48.87,63.21,49.13,96.17,1,0,0.0,1,2,0,26.38,7,3.57,4.0,44.7,66.88,63.42,40.91,83.48,95.99,73.67,41.88,2,6,23,2,6,4,77.35,4922
STU_008659,2020,22,2019,0,0,3.53,67.09,100.0,1,7,69.26,100.0,85.91,83.95,75.48,67.73,86.23643848453611,100.0,75.2,68.0,1,2,8.0,0,1,0,80.47,13,2.5,10.0,46.41,67.84,59.75,38.05,50.15,65.18,62.07,20.08,0,0,21,3,2,5,88.32,8056
STU_008660,2022,22,2021,0,0,3.2,40.77,90.96,2,7,94.53,84.47,80.44,85.33,56.27,80.74,99.4142601605703,67.3,85.18,44.21,0,1,10.0,1,2,0,47.84,5,2.4,3.0,48.82,70.55,75.63,45.82,67.75,78.89,12.19,58.19,1,2,34,6,0,5,80.13,8884
STU_008661,2024,21,2024,6,1,2.67,15.03,91.68,0,2,61.09,63.19,78.83,63.4,71.04,76.99,62.64,65.85974493694808,64.91828328156754,79.05,1,1,7.0,1,2,0,57.33377542548776,10,5.69,3.0,90.67,46.71,73.6,70.43,83.93,30.26,53.82,84.91,1,1,39,5,4,5,100.0,5258
STU_008662,2020,24,2020,0,3,4.0,57.37218746545817,100.0,1,10,76.91,86.79,73.71,70.19,56.77,87.61,76.69,79.62,62.68,56.96,1,1,10.0,0,0,0,48.77,7,2.55,3.0,56.64,47.57,59.24,57.4433546637744,55.94,62.18,24.95,75.97,0,1,42,4,5,3,82.82,3619
